chr1	190890702	190919656	.	1000	.	166912.39062	-1	-1	25020	5.000000	5.000000	190892005	190919111	88093.90625	23731	190890702	190919656	78818.48438	25006
chr11	16915063	16959445	.	1000	.	166069.34790	-1	-1	26795	5.000000	5.000000	16915063	16959312	83181.87109	7005	16915190	16959445	82887.47681	8921
chr8	71147624	71173987	.	1000	.	165135.92969	-1	-1	3925	5.000000	5.000000	71147726	71173850	96986.98438	3904	71147624	71173987	68148.94531	3845
chr8	84923212	84950961	.	1000	.	146760.49530	-1	-1	1908	5.000000	5.000000	84923487	84950961	81834.99219	1600	84923212	84950565	64925.50311	1287
chr7	28070149	28086896	.	1000	.	123357.46680	-1	-1	10508	5.000000	5.000000	28070149	28086883	63442.41992	6802	28070680	28086896	59915.04688	8088
chr8	85699401	85713902	.	1000	.	116395.81641	-1	-1	7131	5.000000	5.000000	85699401	85713384	60456.03125	7131	85699418	85713902	55939.78516	7114
chr17	26710090	26730006	.	1000	.	113841.63658	-1	-1	17581	5.000000	5.000000	26710090	26729268	63373.87109	17563	26710560	26730006	50467.76549	2612
chr12	8541160	8553974	.	1000	.	100206.68756	-1	-1	9001	5.000000	5.000000	8541160	8553974	50942.48834	4554	8541198	8553925	49264.19922	8991
chr10	96451742	96473750	.	1000	.	93859.66016	-1	-1	4202	5.000000	5.000000	96451860	96473750	48708.20312	1949	96451742	96473167	45151.45703	901
chr10	67024518	67052597	.	1000	.	93262.21136	-1	-1	13989	5.000000	5.000000	67024521	67052587	50272.05078	7488	67024518	67052597	42990.16058	1544
chr13	5909634	5927019	.	1000	.	90531.14076	-1	-1	1523	5.000000	5.000000	5909664	5927019	44958.42482	944	5909634	5926490	45572.71594	638
chr12	8519104	8539805	.	1000	.	87805.46289	-1	-1	16178	5.000000	5.000000	8519104	8539793	51155.06641	13295	8521123	8539805	36650.39649	7792
chr7	100141107	100159284	.	1000	.	87255.00854	-1	-1	6278	5.000000	5.000000	100141399	100159276	46605.33984	1070	100141107	100159284	40649.66870	2019
chr8	73070903	73086309	.	1000	.	80687.76230	-1	-1	1975	5.000000	5.000000	73070903	73086309	46994.81250	1957	73071098	73085802	33692.94980	980
chr19	5885084	5900831	.	1000	.	75593.24557	-1	-1	11131	5.000000	5.000000	5885104	5900667	36550.84766	10561	5885084	5900831	39042.39792	5672
