chr4	94933902	94943588	.	1000	.	66996.20227	-1	-1	6885	5.000000	5.000000	94933902	94943548	31978.31165	3658	94934567	94943588	35017.89062	6245
chr13	5910302	5919237	.	1000	.	45490.83496	-1	-1	2728	5.000000	5.000000	5910460	5919237	20929.07324	746	5910302	5919118	24561.76172	992
chr12	8541739	8550768	.	1000	.	45060.75830	-1	-1	8397	5.000000	5.000000	8541739	8550768	24204.14062	8427	8541752	8550626	20856.61767	2493
chr4	3061525	3070022	.	1000	.	41679.51865	-1	-1	2008	5.000000	5.000000	3061525	3069967	21062.41992	496	3061655	3070022	20617.09872	2079
chr18	34992500	35001737	.	1000	.	39571.95215	-1	-1	4056	5.000000	5.000000	34992500	35001737	18768.88135	2712	34992779	35001324	20803.07080	839
chrUn_MU069435v1	495	6575	.	1000	.	39164.66211	-1	-1	247	5.000000	5.000000	495	6575	20041.40820	241	499	6571	19123.25391	249
chr4	3079192	3086522	.	1000	.	37841.58203	-1	-1	4192	5.000000	5.000000	3079269	3086522	19822.83789	5531	3079192	3086509	18018.74414	2777
chr3	3034130	3046328	.	1000	.	33603.16992	-1	-1	6141	5.000000	5.000000	3034130	3046328	16348.05249	2695	3034383	3045615	17255.11743	2485
chr4	3050028	3056627	.	1000	.	33563.97119	-1	-1	2286	5.000000	5.000000	3050049	3056627	15977.05664	2269	3050028	3056597	17586.91455	1266
chrUn_MU069435v1	6680	12463	.	1000	.	30888.41675	-1	-1	1866	5.000000	5.000000	6680	12463	16186.46484	873	6687	12448	14701.95190	1316
chr1	143873538	143881218	.	1000	.	29457.74283	-1	-1	6488	5.000000	5.000000	143873538	143881218	14603.98926	6489	143873556	143881167	14853.75357	709
chr8	71152518	71158385	.	1000	.	29015.29834	-1	-1	3042	5.000000	5.000000	71152646	71158371	13777.02393	745	71152518	71158385	15238.27441	3014
chr11	3140864	3147108	.	1000	.	26689.26270	-1	-1	2318	5.000000	5.000000	3140864	3147108	14042.71680	2293	3141043	3147085	12646.54590	1935
chr5	43389579	43393052	.	1000	.	26574.16602	-1	-1	1472	5.000000	5.000000	43389579	43393052	12761.97852	1491	43389601	43393035	13812.18750	1431
chr10	13839749	13844212	.	1000	.	26497.88086	-1	-1	858	5.000000	5.000000	13839749	13844212	11943.20410	858	13839840	13844138	14554.67676	767
chrUn_JH584304v1	62132	68516	.	1000	.	24483.37628	-1	-1	385	5.000000	5.000000	62132	68516	12906.41699	384	62138	68478	11576.95929	251
chr10	17596718	17600608	.	1000	.	24023.67285	-1	-1	1829	5.000000	5.000000	17596718	17600608	10998.39160	1410	17596732	17600543	13025.28125	2234
chr7	82514244	82518478	.	1000	.	23689.12854	-1	-1	2131	5.000000	5.000000	82514244	82518478	11162.18945	2131	82514335	82518407	12526.93909	1307
chr18	39621884	39625061	.	1000	.	23370.63965	-1	-1	1530	5.000000	5.000000	39621928	39625061	10943.61328	1092	39621884	39625050	12427.02637	1924
chr12	38827953	38831358	.	1000	.	23365.99792	-1	-1	752	5.000000	5.000000	38828029	38831358	10987.25086	473	38827953	38831339	12378.74707	756
chr18	73704338	73707901	.	1000	.	23293.43317	-1	-1	1249	5.000000	5.000000	73704354	73707864	10641.95312	1192	73704338	73707901	12651.48004	446
chrUn_JH584304v1	58484	61398	.	1000	.	23286.99707	-1	-1	1189	5.000000	5.000000	58484	61398	12135.73438	1208	58491	61398	11151.26269	1164
chr9	85207278	85211054	.	1000	.	22788.34070	-1	-1	2370	5.000000	5.000000	85207278	85210953	10631.39539	924	85207492	85211054	12156.94531	2357
chr15	25412115	25415216	.	1000	.	22766.56445	-1	-1	1790	5.000000	5.000000	25412130	25415199	10320.72070	1738	25412115	25415216	12445.84375	1828
chr4	72117130	72120573	.	1000	.	22505.81934	-1	-1	2216	5.000000	5.000000	72117130	72120486	10945.83008	2199	72117130	72120573	11559.98926	2233
chr14	103217726	103220992	.	1000	.	21435.79492	-1	-1	2609	5.000000	5.000000	103217767	103220975	10554.08496	2568	103217726	103220992	10881.70996	2610
chr10	96458672	96465766	.	1000	.	21424.20862	-1	-1	2466	5.000000	5.000000	96458672	96464529	9581.74316	651	96458717	96465766	11842.46546	1179
chr7	63586788	63589836	.	1000	.	20921.66797	-1	-1	2019	5.000000	5.000000	63586814	63589836	9145.72070	2047	63586788	63589722	11775.94727	1965
chr16	85597509	85601931	.	1000	.	20711.67090	-1	-1	215	5.000000	5.000000	85597509	85601931	8747.14648	568	85597551	85601519	11964.52441	174
chr1	46890795	46893812	.	1000	.	20689.78665	-1	-1	1164	5.000000	5.000000	46890811	46893812	9708.38138	132	46890795	46893801	10981.40527	1160
chr10	98749169	98752262	.	1000	.	20360.48535	-1	-1	901	5.000000	5.000000	98749269	98752261	9243.53711	884	98749169	98752262	11116.94824	818
chr5	46012888	46015654	.	1000	.	20263.89355	-1	-1	2250	5.000000	5.000000	46012888	46015654	9817.57129	2395	46012889	46015585	10446.32227	2105
chr3	31147369	31150325	.	1000	.	19985.94794	-1	-1	1436	5.000000	5.000000	31147457	31150324	8883.57684	557	31147369	31150325	11102.37109	1431
chr3	148692290	148696649	.	1000	.	19964.09473	-1	-1	2037	5.000000	5.000000	148692290	148696649	9210.08789	701	148692467	148696619	10754.00684	1016
chr13	108024818	108028765	.	1000	.	19961.76440	-1	-1	1965	5.000000	5.000000	108024974	108028301	8566.33667	602	108024818	108028765	11395.42773	2025
chr16	42695207	42697450	.	1000	.	19752.50131	-1	-1	919	5.000000	5.000000	42695207	42697450	9573.31738	903	42695237	42697289	10179.18393	532
chrUn_GL456387v1	46	5887	.	1000	.	19713.34277	-1	-1	2606	5.000000	5.000000	53	5887	9679.19336	1611	46	5688	10034.14941	1178
chr10	99096856	99100117	.	1000	.	19405.91602	-1	-1	2226	5.000000	5.000000	99096879	99100117	8737.11231	2175	99096856	99100071	10668.80371	2254
chr9	94418774	94421298	.	1000	.	19241.82129	-1	-1	2008	5.000000	5.000000	94418774	94421298	9198.78223	2014	94418905	94421108	10043.03906	1872
chr3	3074130	3082342	.	1000	.	19142.01131	-1	-1	1011	5.000000	5.000000	3074518	3082317	10017.93750	659	3074130	3082342	9124.07381	315
